"1","notknow1","Static X1","X1","0","4911627","3000316","18.2255","49.8172"
"2","notknow2","Static X2","X2","0","4911977","3000666","18.2309","49.82"
"3","notknow3","Dynamic X3","X3","1","0","0","0","0"
