"1","eui-b827ebfffe998292","","4906688","3001349","0","0"
"2","eui-b827ebfffed3b23f","","4906252","2995691","0","0"
"3","eui-b827ebfffe411ace","","4906867","3001407","0","0"
"4","eui-b827ebfffe13b290","","4914903","3004002","0","0"
"5","eui-b827ebfffe71f386","","4913906","2995884","0","0"
