"1",18.095903,49.761115
"2",18.095779,49.761103
"3",18.095501,49.761133
"4",18.095252,49.761216
"5",18.095055,49.761346
"6",18.094929,49.761508
"7",18.094887,49.761688
"8",18.094982,49.769685
"9",18.094982,49.769690
"10",18.095014,49.770989
"11",18.095014,49.770989
"12",18.095014,49.770989
"13",18.095022,49.771318
"14",18.095044,49.772199
"15",18.095045,49.772221
"16",18.095126,49.773174
"17",18.095131,49.773211
"18",18.095222,49.773701
"19",18.095223,49.773709
"20",18.095393,49.774531
"21",18.095400,49.774559
"22",18.095684,49.775559
"23",18.095690,49.775580
"24",18.095926,49.776267
"25",18.095942,49.776306
"26",18.096413,49.777332
"27",18.096421,49.777349
"28",18.096699,49.777892
"29",18.096783,49.778057
"30",18.096804,49.778094
"31",18.097409,49.779058
"32",18.097424,49.779081
"33",18.098152,49.780111
"34",18.098191,49.780160
"35",18.099033,49.781103
"36",18.099065,49.781137
"37",18.100056,49.782090
"38",18.100077,49.782109
"39",18.100824,49.782769
"40",18.100853,49.782793
"41",18.101983,49.783686
"42",18.102008,49.783705
"43",18.104441,49.785469
"44",18.107029,49.787353
"45",18.108487,49.788423
"46",18.108490,49.788425
"47",18.108493,49.788427
"48",18.109583,49.789211
"49",18.110846,49.790121
"50",18.110874,49.790136
"51",18.110897,49.790154
"52",18.112664,49.791234
"53",18.112693,49.791252
"54",18.116289,49.793261
"55",18.116321,49.793278
"56",18.119167,49.794723
"57",18.119214,49.794745
"58",18.122594,49.796243
"59",18.122640,49.796257
"60",18.122682,49.796277
"61",18.123683,49.796619
"62",18.124607,49.796935
"63",18.124620,49.796938
"64",18.124632,49.796943
"65",18.125943,49.797358
"66",18.125950,49.797360
"67",18.125956,49.797362
"68",18.127089,49.797706
"69",18.127106,49.797712
"70",18.128393,49.798081
"71",18.128401,49.798083
"72",18.128408,49.798085
"73",18.129533,49.798393
"74",18.129544,49.798394
"75",18.129553,49.798398
"76",18.130398,49.798614
"77",18.130406,49.798615
"78",18.130414,49.798618
"79",18.131005,49.798761
"80",18.131018,49.798764
"81",18.132478,49.799100
"82",18.132485,49.799102
"83",18.133701,49.799375
"84",18.133756,49.799386
"85",18.135224,49.799649
"86",18.136282,49.799840
"87",18.136312,49.799845
"88",18.138010,49.800111
"89",18.138042,49.800115
"90",18.139824,49.800350
"91",18.139848,49.800353
"92",18.140765,49.800458
"93",18.140788,49.800460
"94",18.141918,49.800569
"95",18.141947,49.800572
"96",18.143466,49.800686
"97",18.143488,49.800687
"98",18.144773,49.800762
"99",18.144801,49.800764
"100",18.145027,49.800772
"101",18.145906,49.800806
"102",18.145934,49.800807
"103",18.147021,49.800825
"104",18.153312,49.800978
"105",18.153315,49.800978
"106",18.158419,49.801091
"107",18.163660,49.801203
"108",18.163660,49.801203
"109",18.163660,49.801203
"110",18.166754,49.801270
"111",18.171200,49.801370
"112",18.171203,49.801370
"113",18.171207,49.801371
"114",18.176118,49.801456
"115",18.178481,49.801500
"116",18.178983,49.801515
"117",18.179655,49.801547
"118",18.181465,49.801658
"119",18.183197,49.801793
"120",18.185005,49.801965
"121",18.186511,49.802142
"122",18.189663,49.802588
"123",18.190934,49.802801
"124",18.193059,49.803195
"125",18.194011,49.803403
"126",18.195492,49.803759
"127",18.196027,49.803891
